rainfall_mm,temperature_celsius,soil_fertility_index,fertilizer_kg_per_acre,pesticide_ml_per_acre,yield_kg_per_acre
660.6814267527551,21.31909277152328,0.9264319525892944,150.76242414893855,107.74162186069246,52.851754346060105
970.7063715848074,24.403106921205097,0.41954465350828885,185.29214676718016,133.75865285252735,78.69575622714913
929.3605740021663,19.750132362286926,0.47845594153521764,133.40669621881483,79.87274579868485,60.178693892147386
729.6127247336117,27.79760643082648,0.86539853159837,171.7777640159668,124.60907121311976,56.10009812778618
945.0699394613009,27.833796570433105,0.6325067112956336,191.93707018715835,53.33916072158958,64.42892026374818
581.5547145052931,20.164854449649305,0.05337591672456787,160.3526687151394,66.62429384511539,52.671652690925534
848.5280859801674,9.849471725386298,0.028488013453767835,123.06236371902955,89.58188801682485,81.19771397713231
778.7836914912218,19.023678678279012,0.9321256075099796,114.87511554939007,118.84721633140744,49.991816645246125
720.2659730762397,13.148551847549836,0.20200181487951474,133.03759400593313,57.8809919314531,67.80584283484913
687.8710582526328,20.017267203992358,0.9116012228716454,169.028388145524,131.41371424667565,68.61758195819047
1086.9758643468008,18.79280672643875,0.435631137281702,166.00812971584156,97.89901827892271,76.95274864604984
691.3413861853385,25.28037391536957,0.45781992031492846,149.25899852410782,114.69622672173885,31.188511564552268
778.4041428541398,22.286975393840937,0.9923119589463405,156.0945236699908,69.6049352566643,73.33733364185683
768.0699352487024,23.530599908557974,0.5148440520572825,176.58245997980703,86.20960902012128,66.77907286042998
640.0149555539725,24.181375419262697,0.9733371652424014,134.70024584716845,93.30864617321211,37.9275144482268
791.2446418726088,25.368669796486685,0.6380343778136943,83.94368805026275,69.12014650359875,33.79750048611898
1043.7678857990852,23.921917680521084,0.770874689511966,215.17972015188195,110.79563271174004,96.52957115860188
486.5624675150346,24.938733875885205,0.06562188744019193,181.07891154887494,86.0242566522917,60.17932985455043
800.9929637555067,23.02894860795693,0.01437112828851328,172.2896180663158,114.18041115750816,60.41773300505269
1111.5353754357575,23.948166542103902,0.7204941270086428,198.93537501380376,92.52373470287907,89.89124569709611
409.27739331450823,16.864713720945304,0.5066527441121278,173.11482034229388,100.83781815643503,51.13193376985836
679.887127084487,15.525187957849655,0.7988753439697036,135.1335133764388,62.70268350986849,72.58303076988827
931.4986825376221,27.010340784793744,0.17880162033684777,201.8090214847098,107.99528578873448,70.55893915842535
364.93853889761823,23.025127313078666,0.816158257150528,103.45810789049212,153.7987945530521,21.25660976653824
476.2886821658206,28.183089121500128,0.6646246882556224,119.33731511052775,69.77363381607437,19.861973427764045
615.8784823211181,27.600293434515407,0.2541740158029585,157.54583865527155,102.48230191243616,45.49479078733908
666.1564468653162,23.90039621957831,0.9104964797366377,173.92232594194897,98.14268554322526,58.22942587783099
727.201235767992,25.103408354398496,0.9696579329342773,144.2390216635987,125.7257561233258,59.204458669541864
864.0856962114128,29.53185394490657,0.45974471864945576,154.13487404203445,70.13591861655559,40.47522384502183
588.513513159282,25.490314203512185,0.4513007470557553,141.04803009093962,96.97088831186416,40.37438047475366
610.2199668110904,25.64011972188714,0.5713888445234531,135.99929955449593,116.99032640557365,22.74620633469439
827.4457073661747,16.30644824538173,0.7156090275016832,149.9061315464081,94.04639990909271,68.19743445786828
1017.0788016388807,25.152817722870772,0.7010065402345406,77.70525733040485,89.27652454250513,30.46910696459116
744.8897320977512,34.85551828633318,0.5320356824206,137.67243780964264,113.33469061798776,45.877721290996924
1101.1498175124948,25.706514139506698,0.9184726809063068,114.40628620642488,134.75656178436992,72.38477846427288
776.4068922199315,30.88438271451084,0.16295255270594433,166.3345155121215,98.94427290264184,60.97674520367687
797.6200876596876,26.810340096315905,0.19905515916126437,185.47853338489267,122.16379086611158,74.6370219583829
675.3900923741002,23.16942766734082,0.7216782134798474,98.56495120610387,79.01230818816828,52.33237606769145
874.6332637485018,25.571435046397543,0.7416067934606243,125.69123028316687,101.38272109737525,52.578241866764984
1037.1862922433124,34.36308113206953,0.3935590053449196,178.8622651374945,81.69412347676052,58.75007682133959
917.3102992353581,34.81054763190493,0.29886479663833876,141.238116383499,87.41793710621518,72.00024254634245
625.7883584263674,24.88256071855914,0.046015993345772443,203.51154036394863,96.99564557294505,71.58964441892643
813.970217042806,18.909985849235234,0.3868133783364712,236.6932296716463,89.82167993240375,92.1098304237869
644.4487883331317,29.18777104731141,0.24775569952670184,184.1349274381204,115.95479801688826,54.66301847802543
772.9280141457716,28.081143531776902,0.8340555732259566,133.63927841497886,106.45152963721641,51.5178026538487
982.6902665293956,27.16823260029216,0.4895052783896837,125.40605358779149,73.93572466383108,29.70055870618471
714.7934312290889,23.525049721228044,0.5650791594041987,140.7033312044158,95.3985211051142,69.50153414499795
915.692706781476,17.25646536133528,0.7429480399413109,192.23724551077046,79.89929242798368,87.77937160856528
1057.9697918469524,20.45134809189313,0.29816604595940654,127.65234807495649,96.30768549012878,61.604739130721704
816.0165286536434,22.240778037243427,0.8883273345075623,142.22934899763922,100.29957115088335,52.193278353114806
695.1297908359112,27.998526058563307,0.3944557316780355,155.88431352258172,94.78140562604808,45.550657552985946
1177.5877397761085,18.562643527386406,0.10739464980124913,110.79297405425777,90.86724062095334,71.26697027632687
434.97098384395036,26.0734265335618,0.8574280522363517,162.86203044419335,107.04081639160195,44.02799502356086
861.7461592113661,10.656646665349216,0.9226858776717065,149.48098737428515,68.99552794230914,47.06378307573241
583.428241889504,36.33956622761605,0.2180793753010064,134.1833624530298,109.87113009378513,24.363840249313586
837.8199663495882,28.363245531633176,0.6524716187143479,132.1861013751327,75.66278876675324,47.85460668486056
982.8363074107774,22.334398598595975,0.6883052991854735,123.76551167241183,103.54685687852768,60.89788162276439
839.4707176235896,27.445764798060996,0.24485601571312687,197.92787668772536,104.21704321779293,70.59866546195826
1188.8779877185532,21.471953863461376,0.42820519442801486,141.44590451828935,88.68077068908009,67.03728694731872
1098.790992490304,23.298535662444692,0.3975464088150227,146.1232633314063,106.48588985334405,41.38648117256265
848.0966128923852,19.602848278813628,0.6278377950017365,177.46058316763424,84.94147941431758,68.11111369145772
1254.647605049926,30.667412688074965,0.4887744400666397,161.31539904905802,76.67225652521371,69.7621132950314
883.9367923398902,28.322647160549245,0.6760442800000754,148.9510980171396,74.48115072335656,44.42706088060967
724.852536467724,29.306541912734826,0.0915303636371676,161.30390718975843,120.621616950145,50.942657095186085
639.6773757650333,32.94093144384112,0.2888116046267317,114.17809981360102,106.22473304164018,35.93906947309429
904.082478809688,29.030047961399077,0.05252217163728057,165.30885353865247,112.61355145846727,70.3632184436538
853.7342365851244,19.01735622851818,0.5533039344596503,127.201805600083,123.88174373363945,36.57585440559069
863.2665940455734,22.426343182686335,0.42034063568727154,182.3562042608498,72.87334032511428,60.20609059474997
